"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"69","205.68817845889274","198.344898094494","0.0162353515625","0.019775390625","0.0126953125","2280","","32","","0","","","78:0.004361117677907145;68:0.0016667429834842928;70:0.003556476955697885","78:68;68:68;70:68","78:0.006578955760328464;68:0.001581359988951564;70:0.0029980080493066386","0.0162353515625","0.0087890625","Yes"
"70","238.397148745134","219.66096204558895","0.0174560546875","0.020263671875","0.0146484375","2280","0.00016991683286960785","32","0.00016991683286960785","0","0.00016991683286960785","0.00016991683286960785","69:0.003556476955697885;71:0.0015028457086623814","69:68;71:68","69:0.0029980080493066386;71:0.0028313308056232","0.0174560546875","0.110595703125","Yes"
"71","335.5279869460361","189.87781978384476","0.02001953125","0.016845703125","0.023193359375","2280","0.0001093903148625508","32","0.0001093903148625508","0","0.0001093903148625508","0.0001093903148625508","72:0.001260044164736046;58:0.002602535565686126;70:0.0015028457086623814","72:68;58:68;70:68","72:0.002160508043212217;58:0.0026313309166966226;70:0.0028313308056232","0.02001953125","0.01708984375","Yes"
"72","221.08010886097412","119.4543383826426","0.0458984375","0.03369140625","0.05810546875","2280","0.00013412586063399432","32","0.00013412586063399432","0","0.00013412586063399432","0.00013412586063399432","73:0.0013663874557900413;71:0.001260044164736046","73:68;71:68","73:0.0018909919613796233;71:0.002160508043212217","0.0458984375","0.293212890625","Yes"
"73","300.46258094317534","238.939533477569","0.0362548828125","0.0263671875","0.046142578125","2280","0.00023289919407149963","32","0.00023289919407149963","0","0.00023289919407149963","0.00023289919407149963","72:0.0013663874557900413;74:0.0011683265179410762;79:0.00135635388753938","72:68;74:68;79:68","72:0.0018909919613796233;74:0.002743337683431074;79:0.0023944762038698164","0.0362548828125","0.030029296875","Yes"
"74","254.5084131036373","156.35585136755827","0.0125732421875","0.015380859375","0.009765625","2280","0.0001699193493403136","32","0.0001699193493403136","0","0.0001699193493403136","0.0001699193493403136","73:0.0011683265179410762;75:0.0014864904494533426","73:68;75:68","73:0.002743337683431074;75:0.0037220004562259767","0.0125732421875","0.012451171875","Yes"
"75","319.4839958513294","123.31119163203351","0.0162353515625","0.019775390625","0.0126953125","2280","0.0001261073514211527","32","0.0001261073514211527","0","0.0001261073514211527","0.0001261073514211527","59:0.0036907524581040185;74:0.0014864904494533426","59:68;74:68","59:0.0031594190255163357;74:0.0037220004562259767","0.0162353515625","0.05126953125","Yes"
"76","89.79754041590495","49.59666092765878","0.0299072265625","0.026123046875","0.03369140625","2280","0.00024382462301191795","32","0.00024382462301191795","0","0.00024382462301191795","0.00024382462301191795","81:0.002094056551681517;61:0.002055555322844016","81:68;61:68","81:0.004065229917495777;61:0.0029162189771989033","0.0299072265625","0.024658203125","Yes"
"77","365.4609479259748","157.07253192101032","0.0106201171875","0.0087890625","0.012451171875","2280","0.0001624586675911875","32","0.0001624586675911875","0","0.0001624586675911875","0.0001624586675911875","85:0.002873542495750725;65:0.001593594590774211","85:68;65:68","85:0.002552263941499988;65:0.0013033632108080118","0.0106201171875","0.007080078125","Yes"
"78","291.3218767419309","38.02668192398975","0.05029296875","0.04150390625","0.054443359375","2280","0.00022477370059526369","32","0.00022477370059526369","0","0.00022477370059526369","0.00022477370059526369","69:0.004361117677907145;89:0.001976626830798439","69:68;89:68","69:0.006578955760328464;89:0.0029900468219212217","0.05029296875","0.04248046875","Yes"
